Name	Exp_1	Exp_2	Exp_3	Exp_4	Exp_5	Exp_6	Exp_7	Exp_8	Exp_9	Exp_10	Exp_11	Exp_12	Exp_13	Exp_14	Exp_15	Exp_16	Exp_17	Exp_18	Exp_19	Exp_20	Exp_21	Exp_22	Exp_23	Exp_24	Exp_25	Exp_26	Exp_27	Exp_28	Exp_29	Exp_30	Exp_31	Exp_32	Exp_33	Exp_34	Exp_35	Exp_36	Exp_37	Exp_38	Exp_39	Exp_40	Exp_41	Exp_42	Exp_43	Exp_44	Exp_45	Exp_46	Exp_47	Exp_48	Exp_49	Exp_50	Exp_51	Exp_52	Exp_53	Exp_54
TOMM34	-0.0465	0.4045	-1.39686	-0.41975	-0.37425	-0.682125	-0.501	-1.28425	-0.351125	-0.10875	-1.00263	-0.061875	-0.271625	-1.67213	-0.57225	-0.351875	0.17875	-0.691625	0.063375	-0.626	-0.3085	-1.1635	-0.31725	-0.467125	-0.8865	0.32075	-0.21775	-0.250125	-0.81125	0.658125	0.056125	-0.645	-0.5835	-0.489625	-0.732375	0.137875	0.112625	-0.060875	-0.486	-0.8145	-0.168625	0.1285	-0.869375	-0.752	-0.253375	-0.847375	-0.471	0.126125	0.52875	-0.727125	-0.395	-0.312	0.51975	-0.874625
TOP1	0.204	-0.08125	-1.185	-0.031	0.69275	0.0485	0.15875	-0.0815	-0.178	-0.14075	-0.75275	-0.26925	-0.389	-0.8535	-0.35	-0.74925	-0.478	1.2375	-0.13025	-0.07875	-0.53325	0.6875	-0.217	0.279	0.346	0.06425	0.257	-0.10475	-0.17025	-0.44425	-0.05225	-0.23425	-0.04175	0.126	-0.8515	-0.35125	0.28	-0.19525	-0.439	-1.33275	-0.467	-0.1915	-0.391	-0.3455	-0.4825	0.20925	-0.03925	-0.08425	0.686	0.099	-0.372	-0.3475	-0.15475	-0.119
TOP1MT	0.272	0.0138333	0.515667	-0.5385	-0.705167	-0.125833	-0.0488333	-0.432167	0.8575	-0.000166667	-0.458833	0.306	0.410167	-1.04217	0.246	0.299	-1.22117	0.01	-0.6525	-0.3935	1.21817	0.504167	-0.038	0.586167	-0.323	-0.0241667	-0.1035	1.37033	-0.694333	1.6005	0.0721667	0.087	0.335833	-0.181667	0.310833	0.847667	0.590167	-0.423333	-0.593667	-0.282	0.407	0.430833	-0.405	-0.0716667	1.27833	0.211667	0.0456667	-1.02017	0.0683333	-0.946667	0.1595	-0.260833	-0.368333	-0.647
TOP2A	-1.00287	-1.59413	-1.7095	-0.512625	-0.645125	-0.833875	-1.137	-1.02425	-0.801625	-0.29975	-1.37112	-1.02238	-3.34612	-2.26938	-3.0665	-2.66275	-0.944875	0.05125	-0.816	-1.42025	-2.35675	-2.22562	-3.73462	-1.06713	-2.64312	-2.56637	1.02775	-1.91787	-1.49175	-1.68975	-3.188	-1.0285	-1.47113	-1.37662	-2.71913	-2.58387	-0.99725	-1.63363	-2.73475	-2.10412	-2.05863	-1.28125	-1.8795	-2.32437	-1.7455	-0.6115	-1.4865	-1.301	-1.27913	-2.39525	-1.26875	-1.69837	-1.98775	-1.19538
TOP3A	0.163	-0.219	0.21	-0.285	-0.295	-0.39	-0.85	-0.0735	-0.354	0.3355	-0.2795	-0.317	-1.1605	0.9615	-0.774	-0.778	-0.6305	-0.0335	-1.272	-0.895	-0.4645	-0.559	-0.616	-0.478	-0.2475	-1.108	0.553	-0.0755	-0.0315	-0.436	-0.95	0.3575	-0.5535	0.249	0.2275	-0.017	0.0645	-0.6615	-0.2655	0.942	-0.3785	-1.041	0.009	0.1535	0.3575	0.3535	0.4055	-0.0635	-0.352	-0.139	-0.4095	-0.316	-0.0265	0.2315
TOPBP1	-0.5965	-1.2355	-2.054	-0.954667	-1.04267	-0.754333	0.531333	-1.11817	0.599333	-0.143833	-1.7285	-0.782	-2.399	-1.172	-2.39	-1.83133	-0.490833	0.0505	-1.2485	-1.37733	-1.16483	-1.3605	-1.72217	-1.1975	-1.471	-0.946333	0.853667	-0.9775	-0.324667	-0.420833	-1.57333	-0.6975	-0.110833	-0.685	-1.01783	-1.18767	-0.921667	-1.169	-1.83167	-0.815333	-1.06417	-0.373167	-1.19033	-1.09333	-0.815167	-0.967833	-1.12017	-1.27733	0.128833	-1.13467	-0.510333	-1.68867	-0.1475	-1.16483
TOR1A	-0.0055	-0.223833	-0.758	-0.185167	0.0556667	-0.224833	0.7085	0.162333	-0.142667	0.0405	-0.746167	-0.1375	-0.518667	-0.659	-0.3545	-0.170167	-0.353	-0.177833	-0.3905	-0.4855	-0.6915	-0.199667	0.153667	0.257167	-0.004	0.144167	0.1525	-0.654667	-0.00816667	0.171333	-0.362167	-0.496167	0.6855	-0.5555	-0.921167	-0.275833	-0.679333	-0.00266667	0.154833	-0.746667	-0.152667	-1.13717	-0.0638333	-0.183333	0.103667	-0.653167	-0.225833	0.396333	-0.126	-0.089	-0.617333	-0.2725	0.2295	-0.222833
TOX	-1.63967	-0.793333	-2.532	-2.73333	-0.715833	-2.383	-1.52267	-2.07667	-1.082	-1.0275	-1.55083	-2.17083	-1.2445	-0.919167	-1.75817	-1.38567	-0.277	-1.35133	-2.0725	-0.785667	-1.46633	-0.2205	-2.44967	-2.35483	-0.653833	-1.60417	2.36083	-0.638167	-0.755667	-2.905	-0.158167	-0.1745	-1.765	-2.60383	-2.4686	-2.25167	-1.56667	0.235333	-2.0555	-2.86267	-1.97367	-3.13817	-1.19683	-1.869	-1.17583	-2.5494	-2.64933	-2.24767	-4.178	-1.70833	-2.1145	-1.6915	-1.44683	-1.347
TOX2	-1.42075	-3.39925	0.639	-3.36025	-3.757	-2.99625	-3.3905	-2.65225	-4.76875	-3.36125	-2.20375	-3.56375	-3.4215	-1.21225	-3.66225	-2.69325	0.89825	-3.1655	-3.5885	-3.863	-2.718	1.11825	-3.75675	-3.47825	-1.437	-2.88575	0.73725	-3.223	-1.659	-3.50425	-4.05475	-3.825	-1.177	-2.6805	-2.542	-0.40025	-1.98525	-4.2275	-2.8015	-2.702	-3.19625	-0.2995	-1.31325	-2.37675	-2.40375	-1.8415	-2.36875	-2.6635	-4.12825	-4.16025	-3.05225	-2.827	-0.23025	-1.41675
TOX3	0.04025	-0.295625	-1.84617	-1.03125	-0.08775	1.072	-2.72388	-1.77114	-1.60987	1.22925	0.642875	0.04475	0.88825	-1.03229	-0.002	-1.062	-0.64125	1.82125	1.12262	0.49025	-1.82088	-0.31675	0.682375	1.03662	-0.091875	0.723375	1.2805	0.61375	1.7155	-2.64087	0.308375	-0.07925	-0.664875	2.39763	0.567375	-1.13075	0.75275	0.82075	-0.000125	1.89138	1.1335	-2.84475	-0.05925	0.06375	-0.98775	-1.18512	1.34662	0.1345	2.1105	3.08812	0.02375	1.15075	-1.7615	0.135375
TP53	-1.42567	0.245667	-0.827833	0.517167	0.784	0.700167	0.183	0.325667	0.418833	1.16667	-1.2375	0.0745	0.1	-0.746167	-0.033	-0.874167	-0.127167	0.632833	-0.369333	0.3515	-0.084	0.385333	-0.449833	0.801	-0.133	0.683333	0.1125	0.0193333	0.314333	0.798	-0.0175	-0.0145	0.365	-0.214	-0.2305	-1.20183	-0.919833	0.898	0.603167	-0.655167	0.5985	0.459833	-0.696333	-0.516	-0.439667	-0.894833	-0.0503333	0.771	-1.81667	0.537833	-0.107167	-0.5635	-0.190333	-0.514333
TP53AP1	0.23925	0.12725	0.79425	-0.505125	-0.6355	0.11075	0.5415	0.1255	-0.168875	0.310125	0.291	0.442125	0.31425	0.288875	0.299	1.24375	0.284125	-0.305875	0.520625	-0.163875	0.17125	0.290875	0.178	-0.812	0.9155	0.599875	-0.357625	1.1895	1.102	0.067125	0.879	-0.401625	0.55925	0.295375	1.99962	0.371125	0.75475	-0.27725	-1.62688	0.55925	-0.002	0.3705	0.9545	0.635875	1.19425	0.6035	0.4615	-0.22475	-1.26087	-0.130875	-0.0825	0.270625	-1.71975	-1.35137
TP53BP1	1.06475	0.488	-0.48	-0.225	0.32575	0.08875	0.5955	-0.01875	0.31025	0.83875	-0.01325	0.63975	0.5255	-0.238	0.75225	-0.3765	0.1135	0.43275	-0.18425	1.27725	0.34825	0.929	1.5025	0.44	0.896	1.158	0.972	0.331	-0.03725	0.08275	1.1215	0.70325	1.20375	-0.60375	-0.66	-0.31775	0.0655	0.60575	-0.292	-0.15525	0.76425	0.029	0.45575	0.38125	-0.295	-0.13525	0.4765	0.1125	0.723	0.0855	0.30175	-0.278	0.484	0.55075
TP53BP2	1.15912	-0.117125	0.167375	0.069	0.427875	-0.3405	2.21375	0.301375	1.17125	0.42025	-1.0265	-0.490125	-0.54675	-0.75075	-0.610125	-0.80725	1.7395	0.721125	-0.108375	-0.160875	-0.45375	1.13338	-0.425875	0.148375	-0.172875	0.706375	1.57375	-0.064375	0.206	0.4335	0.0825	0.306375	0.9185	0.395125	-1.3335	0.064	0.195125	0.006625	0.224625	-0.354	-0.1175	1.08537	0.332125	0.31125	0.1145	-0.268625	-0.173375	0.8465	2.21125	0.990375	0.508	0.026125	0.199125	-0.322625
TP53I11	0.986333	-0.414667	0.796167	0.882667	0.830833	1.3765	0.592167	-0.106833	-1.549	1.36933	1.49083	-0.0396667	-0.262167	0.249	-0.504833	0.254	-0.4686	1.641	0.814167	1.37333	0.616167	0.884	-0.834	0.777667	-0.444833	-0.272833	0.839667	0.709833	-0.573333	0.901167	0.558	0.874167	0.590167	2.21967	0.608333	0.8285	0.0593333	-0.00166667	-0.157333	1.09517	0.870333	0.893333	0.4795	0.0535	1.06717	0.272667	-0.2235	-0.918833	0.2535	-0.808167	1.40233	0.137833	-0.194833	1.18683
TP53I3	2.30112	2.48462	1.38413	0.681625	0.704625	1.31825	0.232875	1.60763	0.77925	2.19738	2.26412	2.2625	2.0315	-0.166625	2.32938	0.11875	0.575375	2.13725	1.73737	1.127	1.697	1.31612	2.67963	2.38262	1.88637	2.59238	2.04975	1.93162	1.05987	2.62763	1.71988	1.76963	1.98113	0.7755	1.21463	0.658	1.62875	2.37387	1.16938	1.13225	2.19437	1.97962	0.772125	1.80625	1.18825	0.932625	2.06663	0.787375	1.192	0.87	1.2595	-0.594125	-0.753625	1.73175
TP53INP1	1.5985	1.0535	1.75567	0.658875	0.682125	0.0387143	0.615875	1.23829	1.48887	0.460571	1.37437	0.626143	0.441375	0.99	1.40343	0.96675	0.225125	0.925875	0.875	0.39875	0.834875	1.15471	1.03017	0.0948571	1.72037	1.0515	1.20713	1.691	0.4685	0.42075	1.053	0.1095	0.44425	0.746	0.271571	0.284125	1.2365	0.8515	0.886	0.42925	0.557625	0.16825	1.21913	0.692125	0.69175	0.649714	0.877125	1.41187	1.03113	1.19325	0.22875	0.26675	0.107	1.3045
TP53INP2	-0.39625	0.55075	-1.073	0.3735	0.26675	-0.21075	0.22325	-0.28075	-0.4195	0.59	-0.00925	-0.342	-0.04325	0.1255	0.2605	-0.9845	-0.24825	-0.14225	-0.5545	-0.13025	-0.283	-0.182	0.83575	0.14725	0.87675	0.82375	0.954	-0.0125	-0.2405	-0.30375	0.1475	0.18925	0.1545	0.3695	-0.42325	0.213	1.859	-0.005	-0.22525	-0.9275	0.3205	0.30525	-0.04525	-0.44175	-0.21775	-0.947	-0.082	-0.1295	1.5575	0.2355	0.08675	0.23175	-0.6015	0.0745
TP53TG3	2.62467	-1.52067	0.705167	-2.35833	-2.12617	-2.17233	1.98467	-1.47317	-0.2445	-0.815667	-1.1115	-2.039	-0.903833	-1.30183	-0.365	0.0738333	1.8805	-0.946333	-2.01533	-2.12633	-1.90033	-2.177	-2.2115	-2.6655	-2.5775	-2.27617	-1.47983	-2.05967	-1.473	0.790167	-2.42067	-1.2795	0.162333	-2.05033	-0.993	-1.526	-1.83683	-2.1975	-2.097	-1.38467	-2.44417	-2.63017	-1.9985	-1.6135	0.816833	-1.31967	-1.439	-2.05583	3.156	-1.20317	1.28933	-0.893833	-1.25267	-1.32567
TP63	0.327462	1.36277	1.22908	1.85264	-0.286154	-0.422154	0.292077	0.576333	0.918667	-0.281071	0.171818	2.40493	0.467643	-0.455667	-0.354286	-0.354929	0.610583	0.212643	0.244308	1.367	0.122286	0.342071	0.314	0.00392308	1.74886	0.818714	0.723692	0.395286	0.149357	1.09421	0.711308	-0.998571	1.16493	-0.0298462	1.38375	0.566615	0.739429	-0.0102857	0.0242857	0.358857	1.67429	0.510571	0.355286	1.47714	0.191071	1.7415	0.197	-0.325286	-0.847385	0.421667	0.590214	-0.195923	-0.188083	0.112615
TP73	-0.748625	0.280125	-0.0117143	-0.188	0.506	0.3755	0.303875	-0.261375	0.1735	-0.261875	0.160875	-0.0455	0.23875	0.3825	0.757875	1.00275	-1.416	0.5455	0.14525	0.97625	0.674375	-0.203125	0.443125	0.67325	-0.281375	-0.057625	0.3815	1.09813	0.192375	0.163625	1.03275	0.5465	-0.169625	0.106125	0.434	0.4085	0.274875	0.225	0.17925	0.61075	0.50925	0.0755	0.25175	0.522625	0.447375	0.304375	0.3525	0.6425	-0.395	-0.068125	-0.273625	0.851429	-0.21325	0.0215
TPBG	-0.39025	-0.0005	-2.2345	-0.4745	-0.204	-1.10525	-2.87625	-0.30675	0.6265	0.5165	0.332	0.2145	-0.53725	0.63925	-0.2205	-0.02725	-1.3755	-0.57925	-0.22875	-0.05975	-0.51475	0.709	0.771	-0.35175	0.32525	0.86225	-0.26375	-0.7205	0.3075	0.66	0.17025	0.5895	-1.22125	-0.2915	-1.24375	-2.1065	0.83475	0.562	0.57	-0.94025	-0.03575	-0.70725	-0.8615	0.249	-0.09675	0.2185	-0.382	-0.80375	0.67975	0.25275	-1.6445	-0.7515	-0.87475	-0.82
TPD52	-0.642417	-1.323	-0.0299167	-0.140083	0.90275	-0.0400833	0.2745	0.0173333	2.52025	0.230833	-0.7455	-0.381833	-1.12542	0.168417	-1.9665	-0.630417	-0.122417	0.405667	0.561083	-0.0730833	-0.8685	-0.224667	-1.11475	0.318167	-1.35292	-0.10925	1.53083	0.34425	-0.269	0.19525	-0.365	-0.319417	-0.154667	-0.390333	-0.800083	-0.368583	-0.688917	-0.56075	-0.0173333	-0.83525	-0.283667	0.0366667	-0.634667	-0.367	-0.884833	-0.161583	-0.421667	0.674333	0.564333	0.2105	-0.535167	-0.03225	0.648583	0.38525
TPD52L1	0.247	0.387875	-1.84171	0.903375	-1.434	-0.910625	0.086375	-0.083375	-0.48825	0.432375	-0.215857	1.1885	0.700125	-1.121	-0.050375	0.662	-0.02125	-2.1795	1.41587	1.02913	0.321	-0.833375	1.675	0.5795	1.206	0.888625	-0.916875	1.1765	0.448625	0.705625	0.700875	1.20063	0.037875	-0.087875	-0.746	-0.881	1.82238	1.17463	0.528375	-1.661	0.87825	-0.5125	1.85512	-0.618625	0.719875	-0.573875	0.6115	0.661	1.24287	-0.283	-0.51375	0.4805	1.20138	0.945
TPH1	-0.5355	0.368	3.376	1.7925	0.7245	1.192	-0.421	0.368	0.5315	1.275	0.617	-0.0075	0.1915	-1.28	1.177	0.4385	1.372	0.9225	-0.193	1.2785	2.1855	0.0165	2.802	1.048	3.608	1.8935	1.1625	-0.9135	0.369	-0.0565	0.169	0.935	-0.0065	0.757	0.772311	3.335	0.1305	0.673	1.98	1.6975	0.91	0.024	0.753	0.2705	0.287	-0.5985	1.387	0.0315	-0.19	-0.1505	0.4905	1.864	0.078	0.803
TPK1	0.4445	0.34975	0.098	1.751	-0.047	0.6305	2.705	0.633	-1.00375	3.1565	0.55075	0.8085	-0.016	2.91775	0.096	-1.33875	2.4185	-0.5605	4.7775	0.096	-0.06175	0.87975	0.14825	-0.04875	1.21775	0.628	-0.38275	0.40075	2.10275	-1.3555	-0.5095	-0.4225	2.28425	1.867	-0.01025	0.986	1.30875	0.74075	0.9695	3.4665	1.67	-0.9765	0.97975	1.84775	2.065	-0.62175	-0.401	0.14075	0.226	0.877	2.20825	-0.48525	1.2875	1.3775
TPM1	-0.559864	-0.592591	-0.822364	-0.417091	0.423364	-0.397955	-0.405364	-1.44423	-0.665	-0.233091	-0.653273	-1.23632	-1.80941	0.580909	-1.251	0.233818	-0.0892273	1.19418	-0.294045	-0.541545	-0.262136	-0.498318	-0.3325	-0.383636	-0.738955	-0.568636	0.125682	-0.443857	-0.651045	1.05732	-0.0367273	0.367318	-0.226545	-2.11505	-1.37459	-0.617864	-0.313545	-1.44114	0.0515	-0.921818	-0.794727	-0.984045	-1.16918	-0.905136	-0.196	-0.836773	-0.164364	-0.589955	1.00418	-1.28345	-0.359182	-1.13132	-1.01841	-0.493136
TPM2	0.343833	1.45583	2.23667	-0.528333	-1.9485	-1.40117	0.887667	0.496167	0.455833	-0.918333	0.697167	-0.458167	-0.600667	0.446667	-0.342833	-0.226333	0.357833	-0.262833	1.80717	-1.44067	1.0525	0.261333	-0.8565	-1.26467	0.596667	-1.12183	0.344	-0.597667	-0.666667	1.08483	-3.16567	0.847333	-0.4285	0.129833	-0.294833	-0.439167	2.24983	-1.79383	0.2755	1.7465	-0.671833	0.1585	-0.395167	-0.22	0.381333	0.884667	0.462	-0.473667	-0.8185	-1.5115	-0.5095	0.149667	-0.382	-0.0685
TPM4	0.548214	0.0265	0.206071	0.0918571	-0.991643	-0.550214	0.772429	-0.191429	0.232786	0.0381429	-0.350214	-0.365786	-1.12314	0.209786	-1.03814	-2.05736	-1.36257	0.0246429	-0.911571	-0.450429	-0.618357	-1.02079	-0.128857	-0.318571	-0.583786	-0.454143	-0.120429	-0.712786	0.372286	0.746857	-1.20507	-0.319929	-0.487357	-0.278929	0.115929	0.567571	-0.78	-0.858357	0.760643	0.229714	-0.220714	0.529714	-1.33707	0.591071	0.126357	0.203643	-0.0208571	-1.6275	0.686286	-0.989071	0.768857	-1.41557	-1.42629	-0.923286
TPMT	-0.375333	-1.11567	-1.17067	-1.3128	-0.525333	-0.7756	-0.727667	-0.62	-0.6116	-0.335	-2.7092	-0.845	-1.15817	-0.268667	-1.802	-1.64283	-1.54133	-1.04967	-0.8055	-1.36183	-2.00483	-1.647	-1.197	-1.02	-1.49933	-0.413833	-0.7165	-0.434167	-1.3625	-0.684333	-0.615667	-1.5575	1.1435	-0.431333	-1.43817	-2.15333	-0.932333	-1.25983	-0.961	-2.75583	-1.21183	-0.108	-1.51367	-1.34733	-1.0615	-2.027	-1.4655	-0.262667	-0.642167	1.392	-1.2475	-1.542	-0.674833	-0.772333
TPO	0.626667	-0.556667	-0.5356	-0.586333	-0.815167	-0.626	-0.803	-0.843	-1.34383	-1.1398	-0.0568	-3.055	0.0688333	-0.8515	-0.8205	0.249833	0.909667	-0.379	-1.61217	-1.09	-1.18567	-1.06133	-0.752833	-0.881333	-1.624	-1.00317	-0.491167	-1.46617	-0.245167	-0.743	-0.575333	-0.806667	-0.514167	-0.575667	-0.3444	-0.00783333	-0.7822	-1.503	-0.2536	-0.177167	-1.36533	-1.17583	-1.0846	-0.562667	-0.4584	-0.23975	-0.5175	-1.10417	-1.40533	-0.554167	-1.194	-0.955	-0.516	-0.213333
TPPP3	1.33883	5.16483	0.650333	4.0225	3.96333	3.46683	5.41583	2.0285	1.83033	0.557167	4.41467	4.1795	5.71283	0.539167	7.56383	2.01283	3.72417	3.64383	3.75817	6.64633	6.42533	4.838	4.52983	1.67733	1.98333	2.738	2.395	5.7055	1.58383	2.29367	6.24167	3.60067	1.13333	1.27117	5.53833	0.806333	3.29383	4.01033	4.13183	0.940333	4.9085	2.86267	4.406	4.563	1.5925	1.1445	2.39717	3.58617	2.26483	3.761	2.339	4.48967	-0.0918333	3.3495
TPSAB1	-1.259	0.1455	2.969	1.9235	0.537	1.2515	0.3175	3.7425	1.1475	-0.174	2.1765	0.6845	4.562	1.969	2.565	0.1925	-0.107	1.5175	3.0425	-0.1865	4.1355	3.707	0.7095	1.859	2.0875	1.8165	-1.0705	3.697	3.32	0.5155	1.3355	0.2485	3.4595	0.241	3.5265	2.613	1.678	-0.9415	1.868	0.984	1.2295	0.3245	2.4025	1.8945	0.62	0.208	3.3605	2.3035	4.435	0.7845	0.3895	2.8205	-0.8615	4.571
TPST1	0.0235	0.3015	-0.32825	-0.418	-1.966	-2.821	0.77	-1.525	0.89625	0.34475	-0.70525	-0.27725	0.1995	-0.23	0.68425	-2.557	-0.31675	0.7165	-0.9095	-0.2115	0.666	0.827	-0.77775	-1.37	-0.354	0.41575	0.827	0.74325	-0.159	0.30875	-0.50925	0.5395	1.19575	-0.68925	-0.86975	-0.1965	0.4205	0.87675	-0.665	-1.5125	0.4195	0.28825	0.0705	-0.94975	0.02925	-1.2225	-0.52775	-2.37225	1.2435	-2.62375	0.043	-1.5095	1.20925	0.17175
TPT1	-0.316125	0.906625	-0.97	0.637125	0.6015	0.603375	-0.31625	0.039875	2.02838	0.9695	0.557875	1.3965	1.19125	-0.15575	1.37525	0.66975	-0.400875	0.51625	1.54038	1.15775	0.95325	1.49275	1.59075	1.429	1.2985	1.34413	0.347625	0.964875	1.25038	0.40625	1.19425	0.892125	0.7025	0.543	0.529625	0.181375	-0.025125	1.62613	1.12275	0.410875	1.17925	1.118	0.870125	0.9205	0.693875	0.799	1.11575	1.47788	0.46725	1.62112	0.402375	1.2505	1.4695	0.679875
TPX2	0.419625	-1.61363	-0.92875	-0.8025	-0.318375	-0.583875	0.39225	-0.708625	0.007	-0.64975	-1.14925	-1.665	-2.80088	-1.27412	-2.84638	-2.79838	-0.7545	-0.2545	-0.780875	-1.50075	-1.8335	-2.58637	-3.822	-1.0815	-3.15987	-2.52588	0.349125	-1.7055	-2.05412	0.336875	-3.065	-1.38925	0.245875	-1.33675	-1.782	-0.1525	-0.578125	-2.0375	-0.91375	-1.15387	-1.96487	-0.34	-1.91613	-1.7715	-0.194625	-1.273	-1.93988	-1.19325	-0.315125	-2.24025	0.97425	-1.52925	-0.21825	-1.04388
TRADD	-1.015	-0.433833	-0.767833	0.279833	-0.660167	0.187667	0.236	0.0831667	-1.11767	-0.4375	-0.526333	-0.253667	0.558333	0.6495	0.4155	0.505	-1.10433	-0.0186667	0.530333	0.673333	0.129333	-0.110667	0.411167	0.3905	0.528833	-0.0511667	-0.801	0.0756667	-0.00666667	-0.330333	0.979333	-0.134833	-0.776333	-0.122167	-0.280667	-2.21	-0.429167	-1.454	-0.450167	-0.0115	-0.163333	-1.22617	0.783833	0.203667	-0.5135	-0.640333	-0.055	0.360833	-0.529167	-0.108333	-2.133	1.1365	-0.172833	0.6195
TRAF1	-0.300333	-1.14627	-0.6282	-0.763667	-0.773333	-0.374167	-1.0905	-0.80175	-1.62067	-0.506083	-0.772333	-1.3332	-0.729167	0.630727	-0.1195	-0.763583	0.384909	-0.305833	-0.802167	-0.832583	-0.825083	-0.138	-0.921167	-0.71975	0.621091	-0.409583	-0.622455	-0.39525	0.47675	-1.26517	-0.5885	-1.05742	-0.146	-0.263917	-0.483833	-1.27533	-0.680417	-1.08108	-0.456167	-0.21875	-1.0695	-1.367	0.914417	-0.404417	-0.772167	-0.212583	-0.464417	-0.263167	-1.07375	-1.85045	-1.62927	-0.233455	-0.213083	0.880417
TRAF2	0.117	-0.0166667	0.5975	0.257833	-0.265333	0.383667	-0.361167	-0.146	-1.343	-0.335	0.242	-0.3615	0.240333	0.379833	0.670333	-0.0993333	-0.576833	0.2265	0.678833	0.155667	0.279333	-0.152333	-0.304333	0.2525	-0.2815	-0.724333	-0.157667	-0.00916667	0.482667	-0.379833	-0.4065	0.453833	0.226167	0.536167	0.621833	1.207	-0.371833	-0.368167	-0.271333	1.07383	-0.486833	-1.233	0.237	0.331	1.477	-0.0703333	-0.176167	-0.475833	-1.06083	-0.636833	0.132167	0.395	1.10483	0.648
TRAF3	0.3495	0.09075	-1.3115	0.32975	-0.6545	0.211	0.511	0.79225	0.8405	0.346	0.41025	0.174	-1.5045	0.184667	-0.94825	-0.336	-0.049	-0.686	-0.28125	-0.552	-0.3055	-0.2165	-0.483	-0.9525	-0.099	0.47075	0.2295	0.92975	1.16	0.028	0.49825	0.467	1.717	1.10625	0.4395	2.6535	0.53175	0.216	0.48375	0.51575	0.23475	0.45525	0.683	0.9805	1.30575	0.01175	0.0945	0.58575	-0.18375	-0.09375	0.50325	-1.12567	1.522	1.01625
TRAF3IP2	0.94925	2.77075	-0.57325	1.566	2.348	2.8445	0.498	1.3995	0.7595	0.84925	0.4755	3.14025	2.99975	-0.603	1.9565	1.28125	1.07575	0.8705	1.2515	0.96025	1.113	2.52925	3.296	3.6745	2.9995	2.62425	-0.13125	2.782	2.674	0.975	2.484	1.656	2.44275	0.22925	-0.29675	1.34175	1.0345	3.21875	1.1095	0.24675	2.079	2.13975	2.577	1.5215	0.51	2.76525	3.00725	2.5245	0.747	0.639	0.98725	1.17325	0.69225	1.177
TRAF3IP3	-0.220214	-0.604286	-1.23877	-0.695429	-0.345786	-0.528643	-1.24079	-0.530643	-1.50236	-0.484071	-1.31158	-0.082	-0.690857	1.21143	-0.412	-1.60646	-1.31607	-0.612143	-0.8135	-1.42557	-0.268286	-0.398786	-0.498071	-0.905786	1.35764	0.1675	-0.593071	0.448286	1.31185	-1.77136	-0.185857	-1.43657	0.479214	0.7605	-0.283714	-2.41443	0.171929	-1.4385	-0.0245714	-0.756714	-0.496286	-0.930714	1.69371	0.0144286	-0.636071	-1.23871	-1.05571	0.506143	-1.357	-1.51829	-1.30171	0.0205	0.311286	1.686
TRAF4	0.731	0.697	1.056	0.882375	0.770625	0.648125	0.84225	0.641	-0.138625	0.966375	0.492625	0.619625	1.06713	1.5805	0.802625	-0.318	-0.520125	0.9085	0.591875	1.36475	0.744875	0.446625	0.608125	0.559875	0.3985	0.59975	-0.1015	0.256	-0.078125	0.335875	0.934375	-0.031625	0.98975	0.884375	0.210625	1.13488	0.6755	0.3325	0.073125	-0.0125	1.005	0.860125	0.32475	0.633875	1.16762	-0.0655	0.45225	0.40925	1.84563	-0.185625	1.60325	0.865625	1.0385	0.5235
TRAF5	0.053	-0.0995	-0.98575	-0.948	-0.9525	-0.3315	-1.47425	-0.61525	-2.61375	-0.485	0.5675	-0.93575	-0.8745	-1.62675	-0.544	-1.14225	0.89325	-1.20925	-0.451	-1.08725	0.79175	1.04325	-0.45475	-0.72925	-0.3705	1.043	1.26525	1.346	-0.0215	1.292	0.26875	0.775	-0.6075	-1.71825	0.15975	-1.01725	-0.25875	-0.97875	-2.05275	1.96825	-1.076	-0.86875	0.98825	-0.65825	-0.68475	-0.95	0.33725	-0.1735	-1.214	0.98375	-1.35825	0.466	-0.728	0.19525
TRAF6	1.54475	-0.1475	-0.794667	0.071	0.14575	-0.563	0.31725	-0.051	0.39925	0.53825	0.05175	0.37525	-0.8635	-0.62525	-1.74775	-0.7515	0.62625	0.03125	0.054	0.181	0.0565	-0.101	0.08475	-0.1365	0.57025	0.306	0.58175	0.38025	-0.87575	0.7605	-0.528	0.3975	0.5115	0.58275	-1.44075	-1.69125	-0.52825	-0.2415	0.586	-0.67125	0.04825	1.43225	0.23675	0.4145	0.90725	-0.35225	0.01875	0.32125	1.2675	0.46875	0.5015	-0.7355	0.63775	0.1055
TRAM1L1	0.6259	-0.237	-0.896222	-1.0131	0.4869	-0.8391	1.4223	1.0781	1.6153	2.1734	-0.8739	1.5789	0.4282	0.1428	-0.542778	0.3951	1.9822	-0.694778	0.2706	-0.0395	-0.5466	1.9766	0.57	0.0562	1.1276	0.0748	0.2447	0.9603	-0.750111	0.2496	0.0195	0.3122	2.7426	-0.5062	-0.4385	1.1868	1.6815	0.7192	0.0478	-1.1031	0.2837	2.3195	-0.6905	0.2782	1.0773	-0.7697	-0.2694	1.3679	0.5994	2.1129	1.7152	-0.2687	-0.55	-0.4332
